"archive_id","ad_creative_body","ad_creation_time","ad_delivery_start_time","ad_delivery_stop_time","page_id","currency","ad_creative_link_caption","ad_creative_link_title","ad_creative_link_description","ad_snapshot_url","funding_entity"
"28238667255929742","Shop fashionable & sustainable clothing at Polar Society!","2019-05-31","2019-05-31",NULL,"221333251786853","USD","","","Select your beautiful polar bear T shirt from Polar Society’s diverse cotton ","https://www.facebook.com/ads/archive/render_ad/?id=28238667255929742&access_token=EAAD2gYjXSRoBAAJnuVVvUwEAIQntq2yeH6D6IHGNvlgMcRdZCVxmYDQMuhqMuLLqErLrFUDzHXQsEw1qQVb1PbyMVLjTWZAZAiSqWVZB9IkBVu6fNSKdKXUg35bgcsZBdfSjAzOMQtK2eF92gbrq9bj0KyqWhxNR0XnpfFD6Anathity0Q2mZA","Polar Society "
"27229415567009884","Our End-of-Month deadline is tonight at midnight! Chip in now to become an Official Grassroots Donor to own a piece of our campaign.","2019-08-31","2019-08-31","2019-08-31","24413227922","USD","secure.facebook.com","","DEADLINE: Become a Grassroots Donor by Midnight","https://www.facebook.com/ads/archive/render_ad/?id=27229415567009884&access_token=EAAD6WuHRYzwBANP3TEZA6pr6sXkP8gzn9hJFu4XRXdU00ZBIhbZBer5gxdDqx1ZCv5mvHtv9zknxeoxepzIyrqledx5Lci5NLwIWE7XOu5UxbNMUAn0uvW1egVIpmOF9pzjdxvVMnP6kOAt0ODEwC7ZC2diOfo5FKplTly7cFYLuyoSDC0TCT","Kamala Harris For The People"
"27173682452583196","Your access to free or low cost birth control, STD testing and treatment, and cancer screenings could be at risk. Learn more about Title X!","2019-06-05","2019-06-05","2019-06-10","342294162453301","USD","istandwithpp.org","","Learn More About The Fight To #ProtectX","https://www.facebook.com/ads/archive/render_ad/?id=27173682452583196&access_token=245896836130201%7CpbyRnfMQLWKShIkhNms7iEYKL0w","Planned Parenthood Federation of America"
"27114418545176254","ON SALE NOW! Meet the Press Host and NBC News Director CHUCK TODD, presented as part of The Economic Club of Southwestern Michigan Speakers Series, will be at The Mendel Center in Benton Harbor on Tuesday, March 26. Grand Upton Hall tickets (with or without dinner) and Mainstage tickets are available. For full seating details or to order tickets for this public event, visit www.TheEconClub.com or call the box office at 269-927-8700, option 1, weekdays from 10 am to 6 pm.","2019-02-26","2019-02-26","2019-03-02","506625646080594","USD","","","","https://www.facebook.com/ads/archive/render_ad/?id=27114418545176254&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","The Mendel Center at Lake Michigan College"
"27108294512455324","Conservative Councillor for Merry Hill, Wolverhampton","2019-02-13","2019-02-13","2020-02-21","214305925729641","GBP","www.facebook.com","Cllr Simon Bennett","Conservative Councillor for Merry Hill, Wolverhampton","https://www.facebook.com/ads/archive/render_ad/?id=27108294512455324&access_token=EAACXDBbQm8kBAApfkxZADSU9fKfUxbW3ltcEDYmN6OMcvsgClO0NVGkWmULB7X9zjeEfT0NWUjY9w5ufNn2nc8BPi5BNdIAef3sA8sXKI2nViGYo5EZCp07akMfZA7BrGmnbwRFmjOpWmdAkh6eje9232ZAkqzBVx9ejjf4d6fLwaaRDxGrN3gQa99n9ZC9ZCyobHs4vIRFQZDZD","Cllr Simon Bennett"
"27099661993318576","Americans pay more than other nations for prescription drugs. That's why we need to support the new plan to tie prices to the International Pricing Index. Tell Chuck Grassley to support the International Pricing Index and lower drug prices today!","2019-01-29","2019-01-29","2019-03-31","143055773143383","USD","secure.everyaction.com","","Sign on: Tell Chuck Grassley to Act Now","https://www.facebook.com/ads/archive/render_ad/?id=27099661993318576&access_token=245896836130201%7CpbyRnfMQLWKShIkhNms7iEYKL0w","Patients for Affordable Drugs NOW"
"27045978918686884","Christine Barnes has a plan to fix Michigan roads and infrastructure. Vote for Christine Barnes on November 6th.","2018-10-31","2018-10-31","2018-11-03","104319892920","USD","ourchristinebarnes.com","","Vote for Christine Barnes","https://www.facebook.com/ads/archive/render_ad/?id=27045978918686884&access_token=245896836130201%7CpbyRnfMQLWKShIkhNms7iEYKL0w","the Michigan Republican Party Not authorized by any candidate or candidates committee. 520 Seymour Ave. Lansing, MI 48933"
"27045572748727501","Martha McSally won’t stand up to Donald Trump. She even brags about voting with Trump 97% of the time. We can stand up to McSally and Trump’s heartless immigration policies that are ripping families apart. But we can’t stop them if we don’t vote. Early vote is open now! Learn more: http://bit.ly/2PhGBfx","2018-10-30","2018-10-30","2018-11-06","52563647525","USD","kyrstensinema.com","","","https://www.facebook.com/ads/archive/render_ad/?id=27045572748727501&access_token=245896836130201%7CpbyRnfMQLWKShIkhNms7iEYKL0w","Sinema for Arizona"
"27018267504791359","Everyone thinks Hollywood is ""anti-gun"", you'll be amazed by how many celebs actually are proud gun owners. #7 Had Me Shocked!","2018-08-31","2018-08-31",NULL,"108247159506719","USD","lifezette.com","","GUN-GRATEFUL: 25+ Celebrities You Never Knew Owned Guns  - Bet You Know A Few!","https://www.facebook.com/ads/archive/render_ad/?id=27018267504791359&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","LifeZette Inc."
"26980589625225814","Sasha Dadan supports:
1. Securing our borders.
2. Continuing Governor Scott’s successful pro-jobs policies.
3. Cleaning up our St. Lucie River.","2018-07-19","2018-07-19","2018-07-28","1774243846002134","USD","","","","https://www.facebook.com/ads/archive/render_ad/?id=26980589625225814&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","Treasure Coast Conservatives"
"26950232151594895","The next generation deserves leaders like Dr. Nadia -- she's a pediatrician on a mission, who understands what young people need to thrive. Here's what the kids are saying:","2018-06-25","2018-06-25",NULL,"271142280067632","USD","www.nadiahashimi.com","","Find out more about Dr. Nadia Hashimi!","https://www.facebook.com/ads/archive/render_ad/?id=26950232151594895&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","Hashimi for Us Committee"
"26934507749834002","President Trump recognizes how much support you’ve given him since our movement began.
 
But most importantly, you’ve proven yourself to be a true friend.
 
The President’s birthday is coming up on June 14, and we at Headquarters want to give him a card signed by ALL of his friends and family. His birthday card will NOT be complete without your signature and personal message. Please sign the card TODAY!","2018-06-05","2018-06-05","2018-06-15","153080620724","USD","donaldjtrump.com","","SIGN THE CARD>>","https://www.facebook.com/ads/archive/render_ad/?id=26934507749834002&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","the Trump Make America Great Again Committee"
"26841149052348243","Attention San Diego Veterans, Active Duty and Their Families

The NEW Heroes Home Buyers Program makes it easier for you to become a homeowner (with as little as $900 in the bank)

Click below to get started:","2019-01-31","2019-01-31",NULL,"336096687007332","USD","surveygizmo.com","","NEW 2019 SAN DIEGO HOMES 4 VETERAN HEROES PROGRAM","https://www.facebook.com/ads/archive/render_ad/?id=26841149052348243&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","National Loan Programs"
"26010772505336233","We’re all human - and at the AKO AUTISM EXPO 2020 in March we shall be celebrating diversity and offering support to parents, carers and professionals seeking more information about Autism and its associated conditions.

If you are seeking explanations for your child’s behaviour, or you already have a diagnosis, this event will give you the opportunity to meet with other like-minded people and share your story. You are not alone!

Whether you come and listen to our speakers, or book into one of our free clinics, here at AKO we are dedicated to promoting the inclusion and equality of children and adults with an autism spectrum condition throughout society.

AKO AUTISM EXPO 2020, Saturday 28th March
Book your tickets online now and pay only £10 per ticket (£15 at the door) (Children under 16 go free)

Book now and for more info: https://akoautismexpo.co.uk/tickets/","2020-02-27","2020-02-27","2020-03-04","139299689449820","USD","akoautismexpo.co.uk","Come and celebrate with us!",NULL,"https://www.facebook.com/ads/archive/render_ad/?id=26010772505336233&access_token=EAAD2gYjXSRoBAEraw6HyQ3F6R1NVtfue7QZCspSXOEbibOV0XAV99dhRHyZCDZAgZAnG4yEJZCIjCXrZCVTjqywKdB62redYHCG94V1sCTT7dZB6AKqSWEwQ3rG2nphBZC7dSOyHqTbamJdZB6u9qJeUWyHWyTkU90GMwkXa4AEMeclU7Ti8FLZCWo",NULL
"25987962101000280","In order to get Louisiana’s economy back on track, we need to deal with the elephant in the room – the corrupt, broken budget process. If we wait any longer, it may be too late. Our families and taxpayers deserve better.

Louisiana has a chance at a new start if Baton Rouge makes changes. Learn more about how you can help.","2018-08-24","2018-08-24","2018-09-06","58942876544","USD","pelicaninstitute.org","","You've watched the video. Now click to stand with us.","https://www.facebook.com/ads/archive/render_ad/?id=25987962101000280&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","Pelican Institute for Public Policy"
"25944452798684544","We are going to fight Trump’s anti-immigration agenda. We’re not going to label people as illegals, we’re NOT going to label people as OTHERS, these are people, this is FAMILY.","2018-07-27","2018-07-27","2018-07-30","180208915516105","USD","","","","https://www.facebook.com/ads/archive/render_ad/?id=25944452798684544&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","Friends of Wesley Bell, Stephanie Hughes, Treasurer"
"25931302659949885","Stuff their stockings with gifts that are sure to inspire conversation and a smile without breaking the bank!","2019-12-05","2019-12-05",NULL,"293225127381200","USD","patriotdepot.com","","Patriot Depot","https://www.facebook.com/ads/archive/render_ad/?id=25931302659949885&access_token=EAAD2gYjXSRoBANHib7yyqD2c5Odyh2ctnUhfsw7Htn4jqXfnZAQ5P2JAxDPsWvQHChLL3659Jy8kHvzh1wGHbjk0V8Bci8cYO7wHwaQAXu22JT857aasjNiTYsGjZCaYdOJxRNfmAsadrUEZAD1oSQrxZAqlpFr5ZChDafsCxZBcfILHotNdW4","The Patriot Depot"
"25828247970255355","Exciting News for Polk County Homeowners in 2019! The new solar program for Polk County brings in huge savings to all homeowners who qualify. If you are lucky enough to live in an active zip code, you could save big with zero upfront costs. Click on the link below to see if your home location qualifies - checking is FREE!","2019-08-09","2019-08-09",NULL,"145364112948965","USD","homeenergy.guide","","Polk County Company Launches No Initial Cost Solar Program","https://www.facebook.com/ads/archive/render_ad/?id=25828247970255355&access_token=EAAD2gYjXSRoBAG52Qh0n09pqdyLcZA8P1Hh7eOoDG6sqU9u255U8BhoGzAG3PzEt3QbiutaLXGOdnfLzaxh8BR6uY4JpWRcVNrFlgIQ3hloTQmJw76aDpXHNRSs8Yhyu53eDRYy94hazbWc6fdH84weGSw6ZCitOqK05C4ePEYnenPZBZB6s","Home Energy Guide"
"25812448641835288","Right now as you read this, you are currently CONSUMING content. But how much content are you CREATING? 

When you consume content, you lose time and money. But when you create AND share content you can save time and make money!

But you have to know THE RIGHT content to create and share…

To attract people you must be visible. The old way was to create SALES content (such as brochures, sales letters and promotions). 

Today you MUST create EDUCATIONAL content.

When you do this well you can turn your passion into a profit AND create a business doing what you love and a lifestyle you’ll love even more.

To turn YOUR passion into a profit FIRST read these 9 fundamental truths…

Truth No.1
The knowledge, knowhow and experience you have acquired to date is a valuable asset. There are people in the world right now, with money in hand ready to learn how to do what you can already do.

Truth No.2
Everything that happened in your life (good or bad) has happened for a reason. Your experiences have gifted you a unique empathy with people who are facing what you faced. You are now perfectly positioned to help them and be a source of information and inspiration. 

Truth No.3
If you have overcome the pain of failure, rejection or loss, in your personal or professional life you will have learnt valuable lessons. These lessons can be ‘packaged’ into helpful advice in the forms of articles, posts, blogs, books, home study programs, podcasts, online videos, webinars and workshops. 

Truth No.4
There is an ever-growing number of Freelancers, Advisors, Consultants, Coaches, Therapists, Practitioners, Mentors, Experts, Speakers, Trainers and Seminar Leaders who are going from a total unknown to expert, from expert to an authority, and from an authority to a celebrity in their industry or niche.

Truth No.5
The world has changed and you no longer need to be skilled and experienced and forever allow an employer to capitalise on that knowledge and wisdom whilst you get paid a fraction of what they are making out of you.

Truth No.6
You are living in the information age where it is possible to deliver AND offer your knowhow and expertise online, on a stage or on the small screen of your computer through email, social media and your website.

Truth No.7 
You can reach thousands if not millions of people with your advice and “how to” information and make a really good living helping other people to get ahead or overcome a personal or professional problem.

Truth No.8 
You don’t need to be qualified, certified or have letters after your name. Your qualification is your life experiences, your passion for helping others and your determination to make a difference

Truth No.9
You can do this, even if right now you’re not sure how. (I’ll show you)

My name is Andy Harrington and I am the author of the Sunday Times bestselling book Passion Into Profit and I’m inviting you (right now in this post) to a very special one-day seminar (FOR FREE) where I will be teaching the concepts that took me from a wannabe to a headline performer at some of the biggest arenas in the world like The London o2 Arena and Wembley (with the likes of Richard Branson, Tony Robbins, Bill Clinton, and Steve Wozniak the Co-Founder of Apple to name but a few)

At this FREE one-day seminar I will show you a model for designing, developing and delivering your unique content in the form of Info Products (such as Audio’s. Video and Audio Visual). Seminars, Workshops, Advanced Teaching Courses, Preview events, Bootcamps and of course Sunday Times and Amazon bestselling books…!

At this one-day event I will show you how you can become an authority in ANY subject you wish (even if you are just starting out) within just a few months…!

Tickets have (just a few moments ago) become available for my LONDON date and if you are a quick decision maker you’ll be able to secure one for you AND a friend or colleague right now. (they’ll love you for it)

Please note tickets are already being snapped up rapidly and will run out.

Click this link OR the LEARN MORE button for full details","2018-08-01","2018-08-01","2020-02-24","511408785621387","GBP","passionintoprofits.co.uk","Turn Your Passion Into Profit...","He is also the founder of The Professional Speakers Academy that helps business people position, perform and pitch their way to profit. He has shared the stage with the likes of Richard Branson, Tony Robbins and Bill Clinton.","https://www.facebook.com/ads/archive/render_ad/?id=25812448641835288&access_token=EAACXDBbQm8kBAApfkxZADSU9fKfUxbW3ltcEDYmN6OMcvsgClO0NVGkWmULB7X9zjeEfT0NWUjY9w5ufNn2nc8BPi5BNdIAef3sA8sXKI2nViGYo5EZCp07akMfZA7BrGmnbwRFmjOpWmdAkh6eje9232ZAkqzBVx9ejjf4d6fLwaaRDxGrN3gQa99n9ZC9ZCyobHs4vIRFQZDZD",NULL
"25756558720757614","Poland Spring’s Brookie Buddies program turns classrooms into hatcheries and students into stewards of Maine’s watersheds.","2019-05-03","2019-05-03","2019-05-31","361270257712719","USD","","","Maine’s Outdoor Classroom","https://www.facebook.com/ads/archive/render_ad/?id=25756558720757614&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","Nestlé Waters North America"
"25072865999230807","Lac qui Parle County news: Presumed COVID-19 case found in Minnesota state House | Park Rapids Enterprise. Download SmartNews to get the latest Coronavirus news in Lac qui Parle County.","2020-03-25","2020-03-25","2020-03-26","174009339411865","USD","http://play.google.com/store/apps/details?id=jp.go...","Local Lac qui Parle County news","SmartNews is the award-winning news app downloaded by 40+ million readers in 100+ countries! SmartNews analyzes millions of articles every day to deliver the top trending news stories influencing the world right now. SmartNews delivers high-quality news headlines and breaking news from top news publ...","https://www.facebook.com/ads/archive/render_ad/?id=25072865999230807&access_token=EAACXDBbQm8kBAApfkxZADSU9fKfUxbW3ltcEDYmN6OMcvsgClO0NVGkWmULB7X9zjeEfT0NWUjY9w5ufNn2nc8BPi5BNdIAef3sA8sXKI2nViGYo5EZCp07akMfZA7BrGmnbwRFmjOpWmdAkh6eje9232ZAkqzBVx9ejjf4d6fLwaaRDxGrN3gQa99n9ZC9ZCyobHs4vIRFQZDZD","SmartNews International, Inc."
"25048420394904787","Help end hunger and homelessness when you register for the Freeze Out 5K being held Friday, February 15, at the SRC Arena at OCC. Learn more about this Fun, Glow-in-the-Dark Night Run at FreezeOut5K.com! #freezeout5k #nightrun #glowtastic #bringonthebling #rmlifechanging","2019-01-08","2019-01-08","2019-02-11","279126461727","USD","","","","https://www.facebook.com/ads/archive/render_ad/?id=25048420394904787&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","Rescue Mission Alliance"
"25012797185237689","Amy has reached EVERY donor threshold set out by the DNC, but it’s very likely it will keep increasing in the future. We have momentum on our side, but we need your help: Chip in to help us reach 300,000 unique donors and make sure even more people hear Amy’s message!","2020-01-14","2020-01-14","2020-01-28","7606381190","USD","secure.actblue.com","Donate to stand with Amy!",NULL,"https://www.facebook.com/ads/archive/render_ad/?id=25012797185237689&access_token=EAAhZBQYQVMRMBAMso0s3yKiWOLJDd6YhYI8hZBSxBnhAfZAp7DaUGOGpSgJiPzVjaLygZCpzqVrVZAEiKnoNAJIcfIhSOGhLVO3qREeFMxlB0O4YnOsFtxFVXRWyY5JbnKEsgQqQBONG2VbAQdZCGxCObz2qJxOksZD","AMY FOR AMERICA"
"24776558118861598","Corporate money into our campaigns poisons our democracy. I'm not taking a dime of corporate PAC money. Period. I’m going to do this as a grassroots effort from folks here in Arizona and across the country. 

Make a donation before our upcoming end-of-quarter deadline.","2019-03-25","2019-03-25","2019-03-31","163148530407080","USD","secure.actblue.com","","🚨🚨URGENT DEADLINE: CHIP IN TODAY🚨🚨","https://www.facebook.com/ads/archive/render_ad/?id=24776558118861598&access_token=245896836130201%7CpbyRnfMQLWKShIkhNms7iEYKL0w","Mark Kelly for Senate"
"24756789884171755","Trump Declares National Emergency Over Southern Border. WE ARE GOING TO BUILD A WALL!

Get Your FREE 3x5 Trump 2020 Keep America Great Flag

Help Support TRUMP's 2020 Campaign With This Beuatiful FREE Flag, Act Fast This Offer Is Only Good While Supplies Last!","2019-02-18","2019-02-18",NULL,"235647820117497","USD","bit.ly","","Get Your FREE Trump 2020 Keep America Great Flag","https://www.facebook.com/ads/archive/render_ad/?id=24756789884171755&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","JAAR LEGACY HOLDINGS"
"24574114752439270","In 1860, the Left's target was Lincoln. They smeared him, they went to war to defeat him, and in the end, they assassinated him. Now, their target is President Donald J. Trump.

tickets.deathofanationmovie.com","2018-07-26","2018-07-26",NULL,"216709768355686","USD","Tickets.DeathOfANationMovie.com","","MUST SEE: ""Death of a Nation"" in theaters August 3!","https://www.facebook.com/ads/archive/render_ad/?id=24574114752439270&access_token=271036207024410%7Cuyb9rZmfzXkojISiZGxQ-BE97Fo","Dinesh D'Souza"
"24519917100943304","Benbrook news: Tarrant County Officials Announce ‘Stay At Home’ Orders To Combat Spread Of Coronavirus. Download SmartNews to get the latest Coronavirus news in Benbrook.","2020-03-31","2020-03-31","2020-04-02","174009339411865","USD","http://play.google.com/store/apps/details?id=jp.go...","Local Benbrook news","SmartNews is the award-winning news app downloaded by 40+ million readers in 100+ countries! SmartNews analyzes millions of articles every day to deliver the top trending news stories influencing the world right now. SmartNews delivers high-quality news headlines and breaking news from top news publ...","https://www.facebook.com/ads/archive/render_ad/?id=24519917100943304&access_token=EAACXDBbQm8kBAApfkxZADSU9fKfUxbW3ltcEDYmN6OMcvsgClO0NVGkWmULB7X9zjeEfT0NWUjY9w5ufNn2nc8BPi5BNdIAef3sA8sXKI2nViGYo5EZCp07akMfZA7BrGmnbwRFmjOpWmdAkh6eje9232ZAkqzBVx9ejjf4d6fLwaaRDxGrN3gQa99n9ZC9ZCyobHs4vIRFQZDZD","SmartNews International, Inc."
"24478040942209131","Donald Trump attacks reproductive rights and restricts access. Mike Bloomberg is 100% pro-choice and will defend our rights.","2020-01-28","2020-01-28","2020-01-30","6756153498","USD","www.mikebloomberg.com","Protect Choice","Mike Will Get It Done","https://www.facebook.com/ads/archive/render_ad/?id=24478040942209131&access_token=EAAhZBQYQVMRMBAMso0s3yKiWOLJDd6YhYI8hZBSxBnhAfZAp7DaUGOGpSgJiPzVjaLygZCpzqVrVZAEiKnoNAJIcfIhSOGhLVO3qREeFMxlB0O4YnOsFtxFVXRWyY5JbnKEsgQqQBONG2VbAQdZCGxCObz2qJxOksZD","Mike Bloomberg 2020 Inc"
"24450823251331174","New Jersey District 07: We need all hands on deck in the mid-term elections to ensure we keep our majorities in Congress. Will you commit to vote on November 6th for Republicans?","2018-10-15","2018-10-15","2018-11-06","123192635089","USD","VOTE.GOP","","Commit to Vote >>> vote.gop","https://www.facebook.com/ads/archive/render_ad/?id=24450823251331174&access_token=245896836130201%7CpbyRnfMQLWKShIkhNms7iEYKL0w","the Republican National Committee"
